ID,Full Text
148,if you’re not celebrating taylor’s birthday like it’s your own… you’re doing it wrong 🥹 #HappyBirthdayTaylorSwift #TSTheErasTourAtHome https://t.co/zSPlg3KpxN
149,Self-trust is the first secret of success. #DubNation #HappyBirthdayTaylorSwift
150,Happy Birthday to queen @taylorswift13 #TaylorSwift #HappyBirthdayTaylorSwift https://t.co/HhFKOCcwUm
151,"Happy Birthday to my favorite Celebrity! Her music has gotten me to where I am today, and couldn’t be more happy for her success this year! #HappyBirthdayTaylorSwift https://t.co/LrS0LpFYSe"
152,i'm quite literally only me when i'm with you!! happy birthday my parasocial bestie i love love loooooove you🫶🏻🫶🏻 #HappyBirthdayTaylorSwift @taylorswift13 https://t.co/s8ULS6Z7ri
153,Dm now for best iptv setup https://t.co/wyW5c9p5nt @Parliament_Fc 3-0 @EA_Bunge #EALAGames13 | #HomeOfUgandanSport #HappyBirthdayTaylorSwift #jjk245 #SalaarFirstSingle #BellaOkagbue https://t.co/pf0blEwCTJ
154,Best IPTV For UK Worldwide! Smarters Setups Firestick subscription! Free Trial Available! DM Or WhatsApp For More Information About My IPTV. https://t.co/U9ZdxRXeha Thanks @amazon #firestick #ไอซ์รักชนก #HappyBirthdayTaylorSwift #BellaOkagbue #iptvsubscription #IPTV #fcklive https://t.co/GEdKcCZFAx
155,"As we grow as unique persons, we learn to respect the uniqueness of others. #HappyBirthdayTaylorSwift #Wednesdayvibe"
156,Happy birthday to the most influential artist of our time ❤️ 🥹 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift 🎉🎂 https://t.co/M1G0RlZXXh
157,happy birthday taylor!!!! thank u for teaching me to make the friendship bracelets and to take the moment and taste it ❤️ #HappyBirthdayTaylorSwift https://t.co/OXtAcBmyrg
158,Happy Birthday to the Queen! Thank you for making music that is so relatable to me in every way possible. You have helped me in my worst times and celebrated my best days! Forever and ever grateful for you!! 🥹🫶🏻 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift 🧁🥳 https://t.co/ztAuM0Luml
159,#HappyBirthdayTaylorSwift https://t.co/UB6wTDzmFc
160,https://t.co/3sghidkWBb #HappyBirthdayTaylorSwift
161,#HappyBirthdayTaylorSwift ❤️ https://t.co/JS5V6Dbebi
162,#DealOrNoDeal #HappyBirthdayTaylorSwift #MMA365 #KungFuPanda4 https://t.co/M6vnOnINGf https://t.co/M6vnOnINGf https://t.co/H2JVkH1TLH
163,#HappyBirthdayTaylorSwift @taylorswift13 thank you for the best night of my life and bringing me some incredible friends and a new hobby in making friendship bracelets 🫶🏼
164,"Imagine waiting over an hour for your food to be delivered just for it to NOT be what you ordered, not packaged properly AND @UberEats won’t give you a refund or replace your order!! Absolutely horrible customer service! But hey, #HappyBirthdayTaylorSwift"
165,Love is the flower you've got to let grow. #HappyBirthdayTaylorSwift
166,https://t.co/qxpeSUumJa #HappyBirthdayTaylorSwift
167,To be tested is good. The challenged life may be the best therapist. #HappyBirthdayTaylorSwift #RHOSLC
168,"I made the friendship bracelets, took a moment to taste it and realized that with you @taylorswift13 I've got no reason to be afraid🧡 Happiest birthday Tay🎂🎉 LYTTMATS🧡 @taylornation13 @taylorswift13 #HappyBirthdayTaylorSwift https://t.co/xiaTK5sCrU"
169,"OnePlus 11R 5G (Sonic Black, 8GB RAM, 128GB Storage) Regular Price₹39,999(bank offer available) Link : https://t.co/QvpHs9d3bc #ไอซ์รักชนก #jjk245 #bist100 #fcklive #SalaarFirstSingle #BellaOkagbue #RIPZahara #Ukraine #HappyBirthdayTaylorSwift #Thaman"
170,"Hi, I provide professional translation services from Arabic & Persian to English and vice versa. I am confident in my abilities. contact me at https://t.co/qtKE4h7tNP #Hunter #HappyBirthdayTaylorSwift #Gym Jordan #SantaChat #Texas and California #Contempt of Congress #Tory https://t.co/yglxmQxrDb"
171,me at 3 & taylor at 16 vs me at 20 & taylor at 34 forever grateful to have grown up in the world (taylor’s version) & thank you for being little me’s rolemodel🤍 💫 your music has had a bigger impact than i can ever describe🥰#HappyBirthdayTaylorSwift https://t.co/lUSJ9SlTd2
172,THE BLACKPINK LIGHTSTICK FKRHKVIDHFJ #HappyBirthdayTaylorSwift #Erastourmovie https://t.co/egbALCKXEX
173,I know it’s not much but in honor of our queens birthday I have a little giveway! All you have to do to enter is… Follow me Like Repost Comment #HappyBirthdayTaylorSwift https://t.co/uAM86VRRZM
174,"happy birthday mother @taylorswift13 🫶🏼 nosotras nos decimos hermanas porque tenemos las 3 la misma mother we love u! thanks for join us in your world of happiness, joy and music 💘💘💘💘💘💘🎀🎀🎀🎀🎀🎀🪩🪩🪩🪩🪩💐💐💐💐💐 #HappyBirthdayTaylorSwift @theoneslover @leclercsvrsion https://t.co/PbjVR3vJvS"
175,#HappyBirthdayTaylorSwift Youve been a huge part of my life since i was 8 years old. I love you endlessly with my whole heart and soul 💕 Thank you for writing the soundtrack to my life. https://t.co/sLIQLXY0tN
176,"#HappyBirthdayTaylorSwift #HappyBirthdayTaylor It was enchanting to finally meet you at your 33’s, and now cheers to your 34’s! LOVE YOU SO MUCH!!! @taylorswift13 💚💛💜❤️🩵🖤🩷🩶🤎💙 https://t.co/g8ZmNmxLKh"
177,On December13th 1996 I was born and I honestly think the best birthday gift is the fact I was born the same day as @taylorswift13 and the best gift I’ve been blessed to get this year is the release to rent #TheErasTourMovie #HappyBirthdayTaylorSwift
178,"Happy birthday to the one who has inspired us, made us feel seen without even knowing us, and brought endless joy to so many through her songs!! @taylorswift13 hope your day is as magical as you are 🫶🏼✨ #HappyBirthdayTaylorSwift @taylornation13 https://t.co/ST5WnLdYAz"
179,"Wishing you the best day ever, thank you for making me realize that my feelings are valid, for teaching me to never give up and not accept injustice, thank you for being the reason I meet one of my best friends. Thank you for being you. @taylornation13 #HappyBirthdayTaylorSwift https://t.co/aXaqAu3mhb"
180,“Be the change you want to see in the world.” ~ Gandhi 💖 #inspiration #writerslift #HappyBirthdayTaylorSwift #Art #animals #elephants https://t.co/Y9xxSEOHun
181,it’s so wild to me that if i didn’t grow up in a household with a mom who exclusively listens to country music i wouldn’t have found taylor when i did& i wouldn’t have gone on this exhilarating journey with her for the last 17yrs🫶🏻 love u @taylorswift13 #HappyBirthdayTaylorSwift https://t.co/YHNBtD7PA9
182,Happy Birthday to my idol @taylorswift13 I love you so very much. Thank you for being you and making music that speaks to me. It’s always an escape for me. Thank you for that. #ts #TAYLORSDAY #taylorswiftbirthday #TaylorSwift #HappyBirthdayTaylorSwift #TaylorSwiftTheErasTour https://t.co/f251lSdfg6
183,happy birthday to the one who can see just right through me! i have no idea how life would be like without taylor. no words will ever be enough to thank her for everything! i love her until the end. @taylornation13 @taylorswift13 #HappyBirthdayTaylorSwift ⭐️ https://t.co/GhslQHl971
184,Every word God speaks is bound for creativity. #BellaOkagbue #jjk245 #RIPZahara #Thaman #HappyBirthdayTaylorSwift #bist100
185,"no words could ever articulate how much your presence on this planet impacts so many lives, including my own. i love you to the very top of the stars and i’m so lucky to be a fan of you :’) happiest of birthdays to my dear friend @taylorswift13 #HappyBirthdayTaylorSwift 🌟♥️🐱 https://t.co/Ql3KtGspTI"
186,my sister's a teacher and she had her students make Taylor Swift fortune tellers in honor of her birthday today 😂😂😂 they're so funny #HappyBirthdayTaylorSwift https://t.co/4wek0MdW0g
187,#DealOrNoDeal #HappyBirthdayTaylorSwift #MMA365 #KungFuPanda4 https://t.co/Rg0GRDnWzF https://t.co/Rg0GRDnWzF https://t.co/WIkYVrzLFB
188,"A Happiest of Birthdays to the woman who has made my year, my life, @taylorswift13! Thank you 4 helping me get thru the loss of my dad, bringing me out of my 🐚, this COMMUNITY,& the love&light you bring to my life I hope you have the most magical day! #HappyBirthdayTaylorSwift https://t.co/ZP1mes2D4X"
189,#HappyBirthdayTaylorSwift 🫶 can’t believe crying myself to sleep listening to invisible on repeat in 7th grade lead us here. You’ve changed so many lives and I’m so thankful to have been able to grow up alongside you. @taylornation13 @taylorswift13 https://t.co/flUF2OQQnY
190,Happy birthday sweet Taylor @taylorswift13 we love you! @taylornation13 #HappyBirthdayTaylorSwift 💕✨🥹 https://t.co/c5NLgISEpo
191,"#HappyBirthdayTaylorSwift 🎂💕 Thank you for your music, art and values that have accompanied me for 13 years since I know you. You deserve the most beautiful things in this life, I hope one day I have the opportunity to hug you and thank you in person. I love you always 🥹 https://t.co/gH9zkXnN6i"
192,"once upon a time, a few years ago @taylorswift13 changed us for the better; from sprinkler splashes to fireplace ashes, we made them our songs & she helped us become fearless leaders from the very first night—forevermore. #HappyBirthdayTaylorSwift 🩷 from 🇦🇷✨ @taylornation13 https://t.co/1DZWCCNGFN"
193,Happy birthday to my person of the year (of my life actually) @taylorswift13 🎂🎉🥳 Can’t wait to see you next year! I cannot believe I’ve been waiting since 2012 and it’s finally happening ❤️ I’m SO ready for it 🫶🏻🫂 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/bpj2PA0PxX
194,"I’M SELLING LOWER BOWL TICKETS TO TAYLOR SWIFT ERAS TOUR ON OCTOBER 19 (10/19) AT HARD ROCK STADIUM MIAMI,FL #TaylorSwift #TSTheErasTour #TSTheErasTourFilm #TaylorSwiftTheErasTour #TSTheErasTourAtHome #HappyBirthdayTaylorSwift #TAYLORSDAY #taylorswiftbirthday #HappyBirthdayTaylor https://t.co/eSLmhLWvHU"
195,Original Jen in real life #ไอซ์รักชนก #jjk245 #bist100 #SalaarFirstSingle #fcklive #HappyBirthdayTaylorSwift #HappyBirthdayTaylorSwift #Thaman #Ukraine #BellaOkagbue https://t.co/K6IfKRlw9o
196,"Happy birthday @taylorswift13, from a fellow Sagittarius! ♐️ #HappyBirthdayTaylorSwift https://t.co/022n2ABri5"
197,"happy birthday to the person who has gotten me through the last 17 years of my life! whether i’m happy, sad, feeling goofy, feeling confused, etc… you have been there. I don’t think i’ll ever love someone as much as I love you @taylorswift13! #HappyBirthdayTaylorSwift https://t.co/EcUyKB9tL8"
198,Farm Farm Farm @StellarProgram $srb Like Quote Retweet #SalaarFirstSingle #HappyBirthdayTaylorSwift #Ukraine #jjk245 @Portalcoin https://t.co/6eP7aByvBF
199,HAPPY BIRTHDAY🥳🎂 @taylorswift13 I am so honored to have you in my life to look up to as a woman. Thank you for your music and thank you for being YOU always 🥹 WE LOVE YOU SO MUCH! 🫶🏼🩷#HappyBirthdayTaylorSwift https://t.co/x0w7SWxx42
200,#HappyBirthdayTaylorSwift https://t.co/MIdBVi7YSr
201,"Happy BirthTAY to my one and only, the most powerful girl, the music industry, the best in the game! I love you e de Taylor, thank you so much for making me feel like a special lady, for making my dreams come true 🥹 TE AMO #HappyBirthdayTaylorSwift 🫶🏻 @taylorswift13 🫶🏻… https://t.co/9c5jjo7WOy"
202,"Lead Generation, Data Entry, Web Research, Data Scraping and Virtual Assistant Expert Contact: https://t.co/l9ZKUgbIVM Jim Jordan #SantaChat Gym Jordan #HunterBiden #HappyBirthdayTaylorSwift Texas and California Alex Garland Wheres Hunter #Kicksmas Tory #KungFuPanda4 Autopilot https://t.co/AzDrJAmKoC"
203,Celebrated mother's day by going to the eras tour for 5th time 😁 #HappyBirthdayTaylorSwift https://t.co/nW8DiGdLnZ
204,Time to stop preparing survivors to be abused in court and instead stop allowing survivors to be abused in court. #HappyBirthdayTaylorSwift https://t.co/raF38ryAGg
205,@taylornation13 She truly changed my life for the better! i wanna thank her for everything she does for us!!!!! I am beyond grateful that i’ve been able to watch her growth for so many years and i’m so so proud ❤️ #HappyBirthdayTaylorSwift https://t.co/kx0WGaUZTr
206,https://t.co/X4TFXHJzrO #HappyBirthdayTaylorSwift
207,HAPPPYYYYYYYY BIRTHDAY TO MY FAV HUMAN ON THIS EARTH (if you see this ily) hope you have an amazing day like the best day ever @taylorswift13 #HappyBirthdayTaylorSwift https://t.co/bUQuNjt3n2
208,#HappyBirthdayTaylorSwift !!! Long live all the magic we made ✨💜🎂 https://t.co/60xhDrHTod
209,"To the woman that saved my life at just 12 years old. The one constant in my crazy life, happy birthday ⁦@taylorswift13⁩ it’s been an honor watching all of your accomplishments. ⁦@taylornation13⁩ #happybirthdaytaylorswift #happybirthdaytaylor https://t.co/gTMjU1PzaO"
210,#DealOrNoDeal #HappyBirthdayTaylorSwift #MMA365 #KungFuPanda4 https://t.co/uYQH5MNl48 https://t.co/uYQH5MNl48 https://t.co/U7fsAob4ij
211,"No pessimist ever discovered the secrets of the stars, or sailed to an uncharted land, or opened a new heaven to the human spirit. #tuesdayvibe #HappyBirthdayTaylorSwift"
212,Equity meets Ecommerce! ✨ Imran Khan's inspiration in a WordPress wonder. Unwrap a Christmas of possibilities with a responsive WooCommerce store. Fiverr Gig: https://t.co/zkKEN3ddEI #Wednesdayvibe #HappyBirthdayTaylorSwift #freelancer #fiverr #woocommerce #woocommercedevelopers https://t.co/6JjhObImlg
213,"Happy birthday to my favorite person, thank you for all the joy you brought into my life for the last 11 years and for all the core memories I created because of you, love you forever and ever 🥹❤️ ❤️‍🩹 #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/sHrAJFyStW"
214,"#HappyBirthdayTaylorSwift and thank you for giving me the music for the soundtrack of my life - it was there when I turned 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28 and 29. Happy Birthday @taylorswift13 🎂💗🎂💗 @taylornation13 https://t.co/u0lNu3eaRj"
215,"#HappyBirthdayTaylorSwift I’m so happy to have this woman in my life, she inspires me every single day, she always was my daylight in my darkest days. Sharing my crochet dolls to show how much Taylor means to me. Thank you for everything ❤️ @taylorswift13 @taylornation13 https://t.co/rYQaqqJWR3"
216,@taylornation13 She truly changed my life for the better! i wanna thank her for everything she does for us!!!!! I am beyond grateful that i’ve been able to watch her growth for so many years and i’m so so proud ❤️ #HappyBirthdayTaylorSwift https://t.co/mBSjb8Q2Cr
217,#HappyBirthdayTaylorSwift Happy Birthday tooo you Taylor 🎂 @taylorswift13 @taylornation13 https://t.co/0mzCVGlaPe
218,Tyra would also like to wish @taylorswift13 the happiest of birthdays! #HappyBirthdayTaylorSwift @taylornation13 https://t.co/4oJwHjlLTQ
219,https://t.co/GZVoii8pRc #HappyBirthdayTaylorSwift
220,Happy birthday Taylor! I’m so excited and grateful to be able to go through your eras again and relive those memories I had throughout my childhood. Forever grateful for you 🫶🏻also here’s a picture of my cat (and also check IG dm for funny cat videos x) #HappyBirthdayTaylorSwift https://t.co/BBubKRmIhZ
221,Now Get You Christmas Gift $750 . It's Free For you. Only 50 Lucky Person Get this Gift . Your gift is here >> https://t.co/5B54Wle8Vv #Hunter #HappyBirthdayTaylorSwift #Draymond #GrownWoman #Alexandria #Christmas #GymJordan #Tory #usa #BTC #Cryptocurency
222,Best IPTV For UK Worldwide! Smarters Setups! Firestick subscription! Free Trial Available! DM Or WhatsApp For More Information About My IPTV! https://t.co/GuxzcMP9Nq Thanks #AmazonPrime @amazon #Ukraine #BellaOkagbue #iptvsubscription #jjk245 #IPTV #HappyBirthdayTaylorSwift
223,HAPPY BIRTHDAY TAYLOR!!!!! I’m so incredibly thankful for you! you are one of my biggest inspirations! you & your music have always been there for me! I hope you have the best day! LOVE YOU forever & always!!! XOXO 🥰😭🥳❤️💕🦋🎂🎄🎁👑🥂💃🏻✨ #HappyBirthdayTaylorSwift https://t.co/gH1Z8EKHWw
